,OriginalTweet,Sentiment,cleaned
2093,"Actual panic attacks over how many germs are on planes, and people just see the cheap prices and nothing else matters to them ? #Covid_19",Extremely Negative,actual panic attack mani germ plane peopl see cheap price noth el matter covid
2151,It just occurred to me that i probably ought to stock up on cat food and cat litter #coronavirus,Neutral,occur probabl ought stock cat food cat litter coronaviru
1799,"Coronavirus exposes where our trust lies . Our reaction to Shut downs only points out Where our heart lies . Is youÂre trust in the government or the job you work , or the ability to get up and go to the grocery store? Or is it God who fights youÂre battles &amp; Wins. #coronavirus",Positive,coronaviru expo trust lie reaction shut onli point heart lie r trust govern job work abil get go groceri store god fight r battl amp win coronaviru
738,Just want to say that now would be a great opportunity to get to know any of your elderly neighbors and check in on them and see if they need anything from the grocery store or pharmacy. Promote care not fear. ?? #Covid_19 #COVID19,Extremely Positive,want say would great opportun get know ani elderli neighbor check see need anyth groceri store pharmaci promot care fear covid covid
1551,"We may not have any toilet paper in our house, but thankfully my husband stocked up on other essentials in a late night supermarket run yesterday ?????

#COVID #Covid_19 https://t.co/1EjfpHpLOo",Positive,may ani toilet paper hous thank husband stock essenti late night supermarket run yesterday covid covid http co ejfphploo
2540,"Since I canÂt go out and spend all my money I will instead be online shopping for clothes. When this COVID-19 runs its course, itÂs over for all you hoes",Neutral,sinc go spend money instead onlin shop cloth thi covid run cours hoe
1528,"Y'all are in full panic mode stocking up on food &amp; toilet paper and trying to flee infected areas over a virus but at the same time complain about folks fleeing to safety into your counttry from war and famine stricken countries

You are never allowed to complain again. #Covid_19",Extremely Negative,full panic mode stock food amp toilet paper tri flee infect area viru time complain folk flee safeti counttri war famin stricken countri never allow complain covid
257,"@jelani9 ItÂs called the ÂCOVID 19Â: the 19 pounds you lose b/c you didnÂt stock up, or gain b/c you stocked up on trash food.",Positive,jelani call covid pound lose b c stock gain b c stock trash food
835,"#COVID19 #CoronaVirus declared #Pandemic by #WHO. If you are #Disabled, have a #ChronicIllness or are #ImmuneCompromised don't panic, please stay informed, practice medical handwashing, consider social distancing, &amp; stock up on meds &amp; food if possible.

https://t.co/grJ5yYTQWS",Negative,covid coronaviru declar pandem disabl chronicil immunecompromi panic plea stay inform practic medic handwash consid social distanc amp stock med amp food possibl http co grj yytqw
2303,"Theresa May as hand sanitizer: a tribute thread ???

#coronavirus #COVID?19 #CoronaVirusUpdates",Positive,theresa may hand sanit tribut thread coronaviru covid coronavirusupd
3404,Traders are making a kill from the scare Prices for detergents sanitizers and masks have more than tripled and nobody seems to care Naye ultimately let s stock up on food as the crisis looms Let s not be the usual last minute doers,Extremely Negative,trader make kill scare price deterg sanit mask tripl nobodi seem care nay ultim let stock food crisi loom let usual last minut doer
962,"#PSA for #CoronaVirus
If you can't find wipes, TP or hand sanitizer at your local grocery store... Try your lil local corner liquor stores. They won't have as much, but ppl aren't typically going there to buy, so u can find some.",Positive,psa coronaviru find wipe tp hand sanit local groceri store tri lil local corner liquor store much ppl typic go buy u find
148,"lets hope those that have stock bought toilet roll get the shits &amp; get forced to stay indoors with their toilet roll &amp; hardly any food, #coronavirus #cornoravirusuk #Corona #toiletpapercrisis #ToiletPaperPanic #ToiletPaperPanic #Banter",Negative,let hope stock bought toilet roll get shit amp get forc stay indoor toilet roll amp hardli ani food coronaviru cornoravirusuk corona toiletpapercrisi toiletpaperpan toiletpaperpan banter
1474,If your big supermarket has sold out of what you need please try your local independent convenience store. Shop local first. They need your business. #shoplocal #enfieldtown #covid_19 #coronavirus @ James WhitakerÂ https://t.co/nhtITZMquy,Positive,big supermarket ha sold need plea tri local independ conveni store shop local first need busi shoploc enfieldtown covid coronaviru jame whitak http co nhtitzmquy
2084,"How to survive the Wuhan Virus: 1.) Stock up on months worth of toilet-paper, paper towels, medical gloves, medical supplies, food and water. 2.) Cut off all contact with boomers. 3.) Become OCD about washing your hands. 4.) Quit your job and become an agoraphobe. 5.) #Covid_19 https://t.co/wIP5Y4jPiE",Negative,surviv wuhan viru stock month worth toilet paper paper towel medic glove medic suppli food water cut contact boomer becom ocd wash hand quit job becom agoraphob covid http co wip jpi
1359,Empty shelves and long lines as shoppers rush to the stores to stock up on food and supplies due to the virus What are stores doing to keep shoppers and employees safe Details at 5 and 6 on,Positive,empti shelv long line shopper rush store stock food suppli due viru store keep shopper employ safe detail
479,"Went to Costco for toilet paper and it was all gone,done disappeared. I eventually found a few overpriced at a PGO grocery store but the large shelf was almost bare. #Covid_19 #montreal https://t.co/oEIDjolXiB",Negative,went costco toilet paper wa gone disappear eventu found overpr pgo groceri store larg shelf wa almost bare covid montreal http co oeidjolxib
2786,If the mid-#wales #population is wiped out by #coronavirus #COVID19 atleast the homes will be full of #cat #dog food. Mind you they're going to have to evolve extremely quickly to be able to open the sachets and cans! As soon as we can put stock on #supermarket shelves it goes,Neutral,mid wal popul wipe coronaviru covid atleast home full cat dog food mind r go evolv extrem quickli abl open sachet can soon put stock supermarket shelv goe
2416,"Shelves will remain stocked, say supermarket chains #coronavirus #Covid_19 #stoppanicbuying  https://t.co/yYWRlNQ20R",Neutral,shelv remain stock say supermarket chain coronaviru covid stoppanicbuy http co yywrlnq r
976,"so I work in retail [at a book+gift store] and im really hoping our sales are down. I'm hoping people aren't pretending covid-19 isnt a thing, that it isnt important. i think me having to go to work is unnecessary and even if i ended up sick i couldn't stay home [1/4]",Extremely Positive,work retail book gift store im realli hope sale hope peopl pretend covid isnt thing isnt import think go work unnecessari even end sick stay home
2546,Hey everyone! Are you going crazy at home on this rainy day amid all the #coronavirus shutdowns? Have you seen some weird things at the grocery store? DM or email me your story. mkendall@bayareanewsgroup.com #CoronavirusOutbreak #coronapocalypse #CoronaOutbreak,Negative,hey everyon go crazi home thi raini day amid coronaviru shutdown seen weird thing groceri store dm email stori mkendal bayareanewsgroup com coronavirusoutbreak coronapocalyp coronaoutbreak
1664,"Me and my dad wanted to buy some bread at a grocery store what shall be not named, we arrived there and then no bread or anything. No sodas, no Lemons, no vegetables. The Online media is making us go crazy cause of the #coronavirus",Extremely Negative,dad want buy bread groceri store shall name arriv bread anyth soda lemon veget onlin media make us go crazi cau coronaviru
3431,Our SF store is closed to help curb the spread of #COVID2019 . Please consider continuing to support us by shopping online or purchasing gift certificates for future use! We are offering free shipping on all orders of non-oversized items!,Extremely Positive,sf store close help curb spread covid plea consid continu support us shop onlin purcha gift certif futur use offer free ship order non over item
3098,ATTN BEER TWITTER AND TWITTERERS OF BEER If you re going to stock up on beer for your buy from your local shop or liquor store Whole Food amp Amazon do not need you money The small business owners in your neighborhood do 19,Positive,attn beer twitter twitter beer go stock beer buy local shop liquor store whole food amp amazon need money small busi owner neighborhood
2434,#Apple will close all its retail store for 2 weeks in #China on note of stop of spreading #coronavirus,Negative,appl close retail store week china note stop spread coronaviru
743,"#Coronavirus has affected online shopping, travel, event cancellations, and it's now impacting #digitalmarketing. 
?
Online marketers: it's time to deliver factual information, prioritise relevant content &amp; reach target audiences Â wherever they may be.

#COVID19UK #SARSCoV2 https://t.co/yGNOuodTnT",Negative,coronaviru ha affect onlin shop travel event cancel impact digitalmarket onlin market time deliv factual inform prioriti relev content amp reach target audienc wherev may covid uk sarscov http co ygnouodtnt
2101,"@cmclymer Worked retail for years. While I have umpteen customer horror stories, the ones I remember the most were the kind ones. The people at the store are not to blame for others hoarding toilet paper or canned corn. These people are working and riskin",Positive,cmclymer work retail year umpteen custom horror stori one rememb kind one peopl store blame hoard toilet paper corn peopl work riskin
1662,"Just a thought, but ""brick &amp; mortar"" businesses were already struggling against the onslaught of Amazon and other online giants. Now, due to COVID-19 we might all be forced to do a majority of our shopping online. Might this be the final straw that breaks local retailers' backs?",Extremely Negative,thought brick amp mortar busi alreadi struggl onslaught amazon onlin giant due covid might forc major shop onlin might thi final straw break local retail back
2210,"@roncaruthers Ron, I'd like to hear it from you.

Would it be stupid not to stock up on food and other supplies now?

I just think most people have watched too many movies.

I might just be a #Coronavirus denier, not unlike climate change deni",Negative,roncaruth ron like hear would stupid stock food suppli think peopl watch mani movi might coronaviru denier unlik climat chang deni
3698,If you re coming to a retail store that sells non essential items and then getting mad when we tell you that we can t do certain things bc of or if you get mad at the idea of touching the pinpad yourself to pay for your non essential products YOU SUCK,Extremely Negative,come retail store sell non essenti item get mad tell certain thing bc get mad idea touch pinpad pay non essenti product suck
435,How do you think companies like Facebook and Amazon are doing in the fight to combat #Coronavirus misinformation? The challenging work reveals current limitations. #Covid_19  https://t.co/902UjHuQxr,Negative,think compani like facebook amazon fight combat coronaviru misinform challeng work reveal current limit covid http co ujhuqxr
2762,"MY GROCERY STORE IS OUT OF TOILET PAPER AND PEOPLE AT WALMART ARE FIGHTING OVER IT LIKE A BITCH PUNCHED A BITCH OVER WALMART BRAND ONE ROLL

#Covid_19",Extremely Negative,groceri store toilet paper peopl walmart fight like bitch punch bitch walmart brand one roll covid
3169,"Confirming goods out/going out of stock from food store

Water. Bottled. Gone. 

Has the @who reported COVID-19 lives in the water sent in pipes to peopleÂs home??

#COVID19 #Coronavirus https://t.co/YSdBldy4Nq",Neutral,confirm good go stock food store water bottl gone ha report covid live water sent pipe peopl home covid coronaviru http co ysdbldi nq
1832,Nothing about the levels of interest charged on items such as credit cards etc.  Debt is killing the consumer.  Lowe interest rates only going to make housing more expensive. Still no real solutions.. Smh. #Covid_19 #CoronaVirusCanada #stimuluspackage #cdnpoli,Negative,noth level interest charg item credit card etc debt kill consum low interest rate onli go make hou expens still real solut smh covid coronaviruscanada stimuluspackag cdnpoli
3481,Morning It s a uncertain time for us all with the amp especially for the Demand for food parcels is likely to increase in the coming weeks so please keep donating to the locations below via online shopping or online via the link,Positive,morn uncertain time us amp especi demand food parcel like increa come week plea keep donat locat via onlin shop onlin via link
2419,"I can't believe how crazy going to the store is! If you all want to test out just how living life would be like under a POTUS like Bernie or Biden will be, then go try to get some TP, cleaning products or food. It's impossible bc of the panic over Covid-19...",Negative,believ crazi go store want test live life would like potu like berni biden go tri get tp clean product food imposs bc panic covid
739,"Worst time to be long on consumer discretionary stocks 
#stonks #Covid_19",Extremely Negative,worst time long consum discretionari stock stonk covid
2876,This should be a wake up call to all the homies Food storage is crucial You should have at least a 3 mo supply so you could legit not leave your house amp have everything you need Stock up little by little each grocery trip BEFORE a crisis amp you ll be good,Negative,thi wake call homi food storag crucial least mo suppli could legit leav hou amp everyth need stock littl littl groceri trip befor crisi amp good
2658,My neighborhood grocery store in Houston. Are people really going to eat all that food they bought? Or is just going to go to waste? #coronavirus #covid19 #Houston https://t.co/7Bx8fVZIgX,Negative,neighborhood groceri store houston peopl realli go eat food bought go go wast coronaviru covid houston http co bx fvzigx
1345,I cannot decide if I am the smartest person in the grocery store or the dumbest. #panicshoppers #Covid_19,Positive,cannot decid smartest person groceri store dumbest panicshopp covid
3127,"COVID-19 isnÂt what sent me into a panic. ItÂs the people stocking up for the apocalypse and taking all of the food, soap, necessities, etc. that made me realize that I wouldnÂt be able to live a normal life and shop here and there for shit because it wouldnÂt be there.",Extremely Negative,covid sent panic peopl stock apocalyp take food soap necess etc made realiz abl live normal life shop shit becau
786,"I have lung disease and take immunosuppressants for my Crohns. If I catch Covid-19 I'm screwed. So, tbh, the person who made a comment towards me in the supermarket, just because I quite rightly wore a mask, can jog on quite frankly. #Covid_19",Negative,lung disea take immunosuppress crohn catch covid screw tbh person made comment toward supermarket becau quit rightli wore mask jog quit frankli covid
251,"#COVID19 Online Shopping Impact Data. #retail, #GoDigital https://t.co/bZgqn5X2UR",Neutral,covid onlin shop impact data retail godigit http co bzgqn x ur
3763,@AsdaServiceTeam huge respect to CEO ÂRogerÂ to be the first big 4 to email all customers at this unsettling time ?????? wish more people would listen!! #StopPanicBuying #coronavirus #asda #littlethings,Extremely Positive,asdaserviceteam huge respect ceo roger first big email custom thi unsettl time wish peopl would listen stoppanicbuy coronaviru asda littleth
820,"Omg corona virus let's all go sit in line together at the grocery store to buy supplies and all touch the same cash registers n shit. So clever. 
#coronavirus #Covid_19 #COVID19 
#society",Positive,omg corona viru let go sit line togeth groceri store buy suppli touch cash regist n shit clever coronaviru covid covid societi
1599,People are understandably worried about the spread of the coronavirus (COVID-19) https://t.co/zsgWWXe1ne https://t.co/ED85S7vT2l,Negative,peopl understand worri spread coronaviru covid http co zsgwwxe n http co ed vt l
1702,The same people that think Trump could be trusted with this #Covid_19 crisis  are the same people that have gone to the grocery store and bought ten 24 packs of toilet paper but no food. #Trumpspeech #coronapocalypse #panicbuying #coronavirus #trumppresser https://t.co/SlFhnuyHVP,Negative,peopl think trump could trust thi covid crisi peopl gone groceri store bought ten pack toilet paper food trumpspeech coronapocalyp panicbuy coronaviru trumppress http co slfhnuyhvp
3137,"gdi i need keep in mind that food at home is for covid-19 food stock

not for midnight snacks :)))))))))))))))))))))))))))))))

i need to hit the gym again gdi, it's been like 3 months already yeezus christ

day by day
i am
getting
fatter and fatter
and fatter",Positive,gdi need keep mind food home covid food stock midnight snack need hit gym gdi like month alreadi yeezu christ day day get fatter fatter fatter
714,"Off to do my #Coronavirus shopping. 

We are getting word that a shut down may be imminent in my county in PA.

So off to stock up on comfort food.",Positive,coronaviru shop get word shut may immin counti pa stock comfort food
2856,"i thought that people buying pasta bc of covid-19 was kind of a joke until i actually went to buy pasta myself yesterday (not to stock up, but to cook them today), and that all the cheapest pasta were gone... wtf dude?? even if everything closes we'll still be allowed to buy food",Extremely Negative,thought peopl buy pasta bc covid wa kind joke actual went buy pasta yesterday stock cook today cheapest pasta gone wtf dude even everyth close still allow buy food
1525,"Big thanks to all the retail, supermarket workers &amp; nurses out there. This is mental and the subsequent panic buying and rise in cases shows just how important they are #Covid_19",Positive,big thank retail supermarket worker amp nur thi mental subsequ panic buy rise case show import covid
1055,"Out of toilet roll and the supermarket was sold out.  ""think outside the box, Alan!""  I thought.  So out came the crochet hooks and voila ... 
#coronovarius #COVID_19uk #Covid_19 https://t.co/lLC7EuDMGQ",Neutral,toilet roll supermarket wa sold think outsid box alan thought came crochet hook voila coronovariu covid uk covid http co llc eudmgq
475,"""Consumer spending accounts for about 70% of the U.S. economy""

https://t.co/9ziq9cfKlj #CoronavirusPandemic #Covid_19",Neutral,consum spend account u economi http co ziq cfklj coronaviruspandem covid
862,"The companies said that they took stock of the situation and started working on main and alternative plans to meet the demand of foods in local market.
#Qatar #coronavirus #Food 
https://t.co/GisvRatyJK",Negative,compani said took stock situat start work main altern plan meet demand food local market qatar coronaviru food http co gisvratyjk
829,"Hey, bee smart! Avoid the corona virus by shopping online ... Buy some socks! https://t.co/UAgPoGJbQL

#sockfetish #sockfetishsocks #socks #coronavirus #beesafe #shoplocal #supportsmallbusiness #buylocalboiseÂ https://t.co/huBK37KoMa",Positive,hey bee smart avoid corona viru shop onlin buy sock http co uagpogjbql sockfetish sockfetishsock sock coronaviru beesaf shoploc supportsmallbusi buylocalbois http co hubk koma
3721,"2/9 We live in a wondrous age when global supply chains seamlessly link farmers and consumers and companies work hard to keep inventories low, timing shipments to balance supply and demand using knife-edge accuracy.
#covid19, #foodsystems 
https://t.co/a1cDNNAzai",Negative,live wondrou age global suppli chain seamlessli link farmer consum compani work hard keep inventori low time shipment balanc suppli demand use knife edg accuraci covid foodsystem http co cdnnazai
264,"@IAmPhilKessel @theJagmeetSingh YOU willing to go into a grocery store or pharmacy w. #coronavirus stricken employees who can't afford to take sick leave w/o pay? Maybe you'll appreciate cost of inaction when you, or your elderly parents need ICU care, bu",Negative,iamphilkessel thejagmeetsingh go groceri store pharmaci w coronaviru stricken employ afford take sick leav w pay mayb appreci cost inact elderli parent need icu care bu
567,"This is good news for control of COVID-19, but this will create an incredible strain on resources for families without sick leave and food-insecure children. Contact your legislators TODAY to demand assistance for these families. @JohnCornyn @tedcruz @jeffleach @AngelaPaxtonTX https://t.co/qxYJQzgaCS",Positive,thi good news control covid thi creat incr strain resourc famili without sick leav food insecur children contact legisl today demand assist famili johncornyn tedcruz jeffleach angelapaxtontx http co qxyjqzgac
588,"Nothing like a panic in the supermarket. My lord worlds gone mad #CancelEverything 
#Covid_19 #dunnes https://t.co/Tls7GfBdlM",Negative,noth like panic supermarket lord world gone mad canceleveryth covid dunn http co tl gfbdlm
2160,The government of Vietnam has responded to the #coronavirus pandemic by offering free and healthy meals for people in quarantine areas and free groceries and necessities for entire neighborhoods in lockdown. ? https://t.co/y1ScRPamAf,Extremely Positive,govern vietnam ha respond coronaviru pandem offer free healthi meal peopl quarantin area free groceri necess entir neighborhood lockdown http co scrpamaf
2708,"I guess this is happening?
At least cat food and litter box substrate are still in stock.
#coronavirus https://t.co/jNSNsydv9t",Neutral,guess thi happen least cat food litter box substrat still stock coronaviru http co jnsnsydv
342,"who can't afford to stock up and elderly people are now stuck while you have 7 packets of toilet roll, 50 soaps and food rotting in the fridge. Apparently there's been war in some shops in Dublin, people making off with entire shelves and cans of beans thrown. Cop on. #Covid_19",Extremely Negative,afford stock elderli peopl stuck packet toilet roll soap food rot fridg appar war shop dublin peopl make entir shelv bean thrown cop covid
1543,My grocery store last night. Photo courtesy of a friend. IÂm not partaking in the madness. I could end up feeding my family off whatÂs in our cupboards and freezer... and that could be interesting. #Covid_19 https://t.co/5MuU0TToyi,Extremely Positive,groceri store last night photo courtesi friend partak mad could end feed famili cupboard freezer could interest covid http co muu ttoyi
696,"#CoronaVirusFrance : le rayon pÃ¢tes alimentaires, comme lÂautre jour!

Here is again, like the other day, pasta department, in a #Paris region supermarket...
People keep buying and stocking like if we were on small island or in the middle of the desert.

#Covid_19 #coronavirus https://t.co/1p1bjMfvAp",Extremely Positive,coronavirusfr le rayon p te alimentair comm l autr jour like day pasta depart pari region supermarket peopl keep buy stock like small island middl desert covid coronaviru http co p bjmfvap
2041,"COVID-19 isn't the only thing altering shopping habits. Interesting article about how consumer behaviour is changing thanks to technology.

#shopping #technology #fintech 

https://t.co/sHGaxZN78J",Extremely Positive,covid onli thing alter shop habit interest articl consum behaviour chang thank technolog shop technolog fintech http co shgaxzn j
2812,"Supermarkets are trolling the #panicbuyers ?

Ordered shopping online, no 9 packs of #bogroll so bought 2 x 4 packs ?

They substituted them on my delivery! ?

For 2 x 9 packs! ?

Must have been a #GenX'er picking my order ??

Legend ?

#CoronaVirusUK #CoronaVirus https://t.co/E9JJUxkFLu",Negative,supermarket troll panicbuy order shop onlin pack bogrol bought x pack substitut deliveri x pack must genx er pick order legend coronavirusuk coronaviru http co e jjuxkflu
1792,"It is now 7pm. My grocery pick up @Walmart was to be between 5&amp;6. Didn't get a ready notification until 6pm. They're busy it says. Waiting in the pickup lot with lots of other people. I can't imagine what it looks like in the store. Upside, I'm not in the store. #Covid_19",Extremely Positive,pm groceri pick walmart wa amp get readi notif pm r busi say wait pickup lot lot peopl imagin look like store upsid store covid
2571,Stores selling out due to #panicbuying? Amazon has food in stock! Pepperidge Farm Goldfish  Variety Pack Crackers https://t.co/pzKHVlV6pu #ad #coronavirus #CoronavirusOutbreak #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #CoronaOutbreak #COVID19 #coronapocalypse,Positive,store sell due panicbuy amazon ha food stock pepperidg farm goldfish varieti pack cracker http co pzkhvlv pu ad coronaviru coronavirusoutbreak coronavirususa pandem sarscov china wuhan flu coronaoutbreak covid coronapocalyp
2865,I just went to the grocery store Based on what I saw I fixed Maslow s hierarchy WTF 19,Extremely Negative,went groceri store base saw fix maslow hierarchi wtf
2529,"Me online shopping, unbothered by the #coronavirus frenzy. #amazonprime https://t.co/y0QSwzqpLM",Negative,onlin shop unboth coronaviru frenzi amazonprim http co qswzqplm
1102,Every supermarket right now #CoronavirusPandemic #Covid_19 https://t.co/z9ILi3YyXP,Neutral,everi supermarket right coronaviruspandem covid http co z ili yyxp
1333,Seriously airlines are the spawn of satan... Be safe from #COVID2019  or go places in give away prices? My city is in lock down already so can't really travel tho ahahaha #airlines #discounts #choosewisely https://t.co/Hzv5K3rcWd,Positive,seriou airlin spawn satan safe covid go place give away price citi lock alreadi realli travel tho ahahaha airlin discount choosewi http co hzv k rcwd
2307,"""With every cart IÂve taken to checkout, every trip to the supermarket, IÂve felt a little more gross."" #coronavirus #COVID_19
https://t.co/7eXdI8cYMu",Negative,everi cart v taken checkout everi trip supermarket v felt littl gross coronaviru covid http co exdi cymu
149,Very smart to stock up on a years supply but you do have to live off canned and perishable food during the plague. #coronavirus #foodsecurity https://t.co/KDVWfGSpK4,Positive,veri smart stock year suppli live perish food dure plagu coronaviru foodsecur http co kdvwfgspk
3027,Confirming goods out going out of stock from food store Someone is making a lot of pasta,Neutral,confirm good go stock food store someon make lot pasta
1029,@dudleymbc @HWDudley @ATBDudley @DudleyPolice Anyone planning to look after #vulnerable #elderly during #coronavirus #COVID19 #pandemic in #UK? Some have no #broadband/ tablet/online banking/online shopping. @alexa99 to reduce loneliness wld be a good ide,Negative,dudleymbc hwdudley atbdudley dudleypol anyon plan look vulner elderli dure coronaviru covid pandem uk broadband tablet onlin bank onlin shop alexa reduc lone wld good ide
1766,"Really worried about how this #Covid_19 isolation will affect my online shopping addiction, if we have to stay indoors for a while.",Extremely Negative,realli worri thi covid isol affect onlin shop addict stay indoor
810,"Just stopped by Trader Joe's to stock up before they shut my kids school down. Packed and operating efficiently. I'm not buying food from anyone that doesn't give people who handle food paid sick leave. Institutional change is part of a plan...#COVID2019 

https://t.co/5a9B2x8m0Q",Negative,stop trader joe stock befor shut kid school pack oper effici buy food anyon give peopl handl food paid sick leav institut chang part plan covid http co b x q
1989,"China has announced its Labor Day holiday this year will last for five days, as opposed to four days in 2019 and three days in 2018. Analysts say local tourism and online shopping will dominate holiday consumption amid the #COVID-19 epidemic. https://t.co/j3cnol0HaP https://t.co/ji4zyJmb9B",Positive,china ha announc labor day holiday thi year last five day oppo four day three day analyst say local tourism onlin shop domin holiday consumpt amid covid epidem http co j cnol hap http co ji zyjmb b
3601,"Grocery stores nationwide are being wiped clean amidst COVID-19 quarantine panic. Despite the burden on the stores, Trump administration says the U.S. food supply chain is holding up and people should avoid over-buying. https://t.co/3r8zkrOYIa",Negative,groceri store nationwid wipe clean amidst covid quarantin panic despit burden store trump administr say u food suppli chain hold peopl avoid buy http co r zkroyia
327,ItÂs so weird being in a state where #Covid_19 hasnÂt hit yet. Life has still felt pretty normal despite all the pics IÂve seen online &amp; the coverage. Today felt like the first day where ppl started acting differently. Lotta ppl at the grocery store. Feels foreboding.,Positive,weird state covid hit yet life ha still felt pretti normal despit pic v seen onlin amp coverag today felt like first day ppl start act differ lotta ppl groceri store feel forebod
2702,Im going to start entering the code ÂCOVID-19Â to see what kind of discounts I can get when online shopping during self- quarantine. #COVID19 #covid19Canada #covid19alberta,Neutral,im go start enter code covid see kind discount get onlin shop dure self quarantin covid covid canada covid alberta
122,"With all of the public school, college and university closures due to #coronavirus, a lot of food insecure students will go hungry. As you stock your pantry, consider donating to your local food pantry to help feed a kid. #CoronaVirusUpdate",Neutral,public school colleg univ closur due coronaviru lot food insecur student go hungri stock pantri consid donat local food pantri help feed kid coronavirusupd
1239,"In the Mid-Ohio Valley, the daily life of the community has shifted. Families have flocked to grocery stores to stock up on food, businesses have updated their sick leave and work from home policies, public events have been canceled, visitation to care fÂ https://t.co/y1ZTCo2HCW https://t.co/Yw8fZ7fR1o",Negative,mid ohio valley daili life commun ha shift famili flock groceri store stock food busi updat sick leav work home polici public event cancel visit care f http co ztco hcw http co yw fz fr
1192,Canadians are stocking up to take extra care of themselves &amp; those around them during Covid19. Some wonder if you can get it from food? The answer is no. Read more about that &amp; how to prepare to stay home without panic buying. #COVID19 #panicbuying https://t.co/zhZNP0ZmPD,Positive,canadian stock take extra care themselv amp around dure covid wonder get food answer read amp prepar stay home without panic buy covid panicbuy http co zhznp zmpd
2284,"Online transactions, shopping should be established &amp; promoted in Pakistan as currency can be a big carrier to spread #CoronaVirus
Sweat,germs, viruses are nothing but Azaab e Elaahi.
All of us should be doing as much #Astaghfaar as we can. Keep urself clean &amp; seek forgiveness
RT",Extremely Positive,onlin transact shop establish amp promot pakistan currenc big carrier spread coronaviru sweat germ viru noth azaab e elaahi us much astaghfaar keep urself clean amp seek forgiv rt
488,"Me at the grocery store today
#CoronavirusPandemic #Covid_19 https://t.co/9wYoRpTIEJ",Neutral,groceri store today coronaviruspandem covid http co wyorptiej
2902,So we made our grocery today. We are not panic buying. We usually do our grocery every sunday. Thankful for Anti-hoarding &amp; Anti panic buying ordinance of Valenzuela city everyone have chance to do their grocery peacefully. The counter will not punch your exceed number of goods. https://t.co/CHQ5C1THYS,Extremely Positive,made groceri today panic buy usual groceri everi sunday thank anti hoard amp anti panic buy ordin valenzuela citi everyon chanc groceri peac counter punch exceed number good http co chq c thi
361,"Went to the grocery store over lunch (just to pickup puppy food) and WOW!

Thursday afternoon and the place is rammed. 
1/3
#Covid_19 #CoronavirusPandemic https://t.co/0RhlgZbAXH",Extremely Positive,went groceri store lunch pickup puppi food wow thursday afternoon place ram covid coronaviruspandem http co rhlgzbaxh
1396,"Damn. No pasta in the supermarket.

I needed to use lasagne sheets as toilet paper.

#Covid_19 #CoronaOutbreak #coronavirusuk #coronavirus #panicbuying",Negative,damn pasta supermarket need use lasagn sheet toilet paper covid coronaoutbreak coronavirusuk coronaviru panicbuy
0,"TRENDING: New Yorkers encounter empty supermarket shelves (pictured, Wegmans in Brooklyn), sold-out online grocers (FoodKick, MaxDelivery) as #coronavirus-fearing shoppers stock up https://t.co/Gr76pcrLWh https://t.co/ivMKMsqdT1",Extremely Negative,trend new yorker encount empti supermarket shelv pictur wegman brooklyn sold onlin grocer foodkick maxdeliveri coronaviru fear shopper stock http co gr pcrlwh http co ivmkmsqdt
2021,Gas prices dropping and airline tickets practically free. Yet everything that would be fun to see or do is cancelled. #coronavirus #Covid_19 #panic #fml,Extremely Positive,ga price drop airlin ticket practic free yet everyth would fun see cancel coronaviru covid panic fml
1031,"Ministry of Consumer Affairs and Public distribution: In view of #Coronavirus, masks (2-ply and 3-ply surgical masks, N95 masks) and sanitizers have been declared Essential Commodities temporarily.",Neutral,ministri consum affair public distribut view coronaviru mask pli pli surgic mask n mask sanit declar essenti commod temporarili
3234,@SocialBflyMag I am still going to work and doing what I need to do! I get my paycheck on Tuesday and that's when I plan to stock up on some extra food stuffs!! #OOTD #lifestyle #GiveawayAlert #beauty #ContestAlert #coronavirus,Neutral,socialbflymag still go work need get paycheck tuesday plan stock extra food stuff ootd lifestyl giveawayalert beauti contestalert coronaviru
705,"ThereÂ´s a pandemic around the World and what the good old portuguese do??? Half buy the whole supermarket, the other half goes to the beach...ItÂ´s a World going mad!!!?#Covid_19 (photos from yesterday!!!) https://t.co/VXZpbemGay",Negative,pandem around world good old portugu half buy whole supermarket half goe beach world go mad covid photo yesterday http co vxzpbemgay
2584,"Stock up on snack food. These are mostly made at Large #FACTORY / #facilities . Once an confirmed case shows up in a location. It will shut it down for weeks. Just a warning.

#Doritos 
#sunchips
#tostitos
#frito 
#Covid_19 
#coronavirus",Negative,stock snack food mostli made larg factori facil onc confirm case show locat shut week warn dorito sunchip tostito frito covid coronaviru
3146,"@NotOneMoreBlock @NYCMayorsOffice @NYGovCuomo @adequatehousing @nycdh @HealthNYGov @monicamoralestv @PIX11News Stay safe R Â seems like weÂre heading for an entire city #shutdownNYC, stock up on food, meds etc. This is so surreal I canÂt even fathom, b",Positive,notonemoreblock nycmayorsoff nygovcuomo adequateh nycdh healthnygov monicamoralestv pix new stay safe r seem like r head entir citi shutdownnyc stock food med etc thi surreal even fathom b
881,"Where did coronavirus come from, and where will it take us? An interview with Rob Wallace, author of Big Farms Make Big Flu

https://t.co/Hqp68iu1iN https://t.co/dR4Ys2hCOy",Extremely Negative,coronaviru come take us interview rob wallac author big farm make big flu http co hqp iu http co dr ys hcoy
